,date,event,tour,surname,first_name,fin_pos,r1_score,r2_score,r3_score,r4_score,r5_score,score_tot,field_av,adj_r1_score,adj_r2_score,adj_r3_score,adj_r4_score,adj_r5_score,adj_av
10,12-Aug-2018,PGA Championship,PGA,Harrington,Padraig,mc,71,70,,,,141,69.5,69.2,69.9,,,,69.6
11,05-Aug-2018,Barracuda Championship,PGA,Harrington,Padraig,50,71,73,69,71,,284,71.2,70.5,72.3,68.1,70.9,,70.4
12,22-Jul-2018,British Open,European,Harrington,Padraig,mc,76,74,,,,150,69.6,72.4,70.8,,,,71.6
13,15-Jul-2018,Scottish Open,European,Harrington,Padraig,mc,73,71,,,,144,70.7,74.9,73.2,,,,74.0
14,08-Jul-2018,Irish Open,European,Harrington,Padraig,mc,68,78,,,,146,70.9,65.7,76.3,,,,71.0
15,24-Jun-2018,Travelers Championship,PGA,Harrington,Padraig,74,66,69,75,74,,284,70.0,66.2,69.0,75.6,74.8,,71.4
16,10-Jun-2018,St Jude Classic,PGA,Harrington,Padraig,56,68,72,71,71,,282,70.5,67.7,72.0,71.5,70.0,,70.3
17,03-Jun-2018,Italian Open,European,Harrington,Padraig,36,71,66,69,68,,274,71.1,72.9,66.9,70.3,70.0,,70.0
18,27-May-2018,BMW PGA Championship,European,Harrington,Padraig,mc,78,70,,,,148,70.8,76.2,69.1,,,,72.7
19,20-May-2018,Byron Nelson Championship,PGA,Harrington,Padraig,mc,69,70,,,,139,70.9,70.3,71.7,,,,71.0
20,29-Apr-2018,Zurich Classic of New Orleans,PGA,Harrington,Padraig,28,63,75,68,71,,277,70.1,67.2,71.2,72.6,68.6,,69.9
21,01-Apr-2018,Houston Open,PGA,Harrington,Padraig,mc,67,73,79,,,219,70.2,67.4,72.2,77.5,,,72.3
22,18-Mar-2018,Arnold Palmer Invitational,PGA,Harrington,Padraig,mc,71,75,,,,146,69.8,68.6,72.8,,,,70.7
23,11-Mar-2018,Valspar Championship,PGA,Harrington,Padraig,mc,76,73,,,,149,70.0,73.1,70.7,,,,71.9
24,25-Feb-2018,Honda Classic,PGA,Harrington,Padraig,mc,76,76,,,,152,70.0,73.4,72.8,,,,73.1
25,18-Feb-2018,Genesis Open,PGA,Harrington,Padraig,64,71,73,71,74,,289,70.0,68.8,70.8,70.0,72.2,,70.4
26,11-Feb-2018,AT&T; Pebble Beach National Pro-Am,PGA,Harrington,Padraig,mc,75,76,71,,,222,70.7,75.0,75.5,69.7,,,73.4
27,28-Jan-2018,Farmers Insurance Open,PGA,Harrington,Padraig,mc,72,72,,,,144,70.3,70.8,70.2,,,,70.5
28,19-Nov-2017,RSM Classic,PGA,Harrington,Padraig,54,71,67,74,66,,278,70.5,71.8,67.2,75.8,66.8,,70.4
29,12-Nov-2017,Nedbank Golf Challenge,European,Harrington,Padraig,42,74,72,71,75,,292,70.6,72.1,68.4,69.4,73.9,,70.9
30,05-Nov-2017,Turkish Airlines Open,European,Harrington,Padraig,4,65,72,64,67,,268,71.7,66.2,73.4,66.1,68.4,,68.5
31,22-Oct-2017,Andalucia Masters,European,Harrington,Padraig,27,72,73,69,72,,286,71.7,70.4,71.2,68.2,71.3,,70.3
32,15-Oct-2017,Italian Open,European,Harrington,Padraig,mc,73,69,,,,142,71.0,74.7,70.8,,,,72.7
33,08-Oct-2017,Alfred Dunhill Links Championship,European,Harrington,Padraig,mc,72,68,74,,,214,71.5,71.0,69.1,73.6,,,71.2
34,24-Sep-2017,Portugal Masters,European,Harrington,Padraig,25,67,67,71,69,,274,72.0,68.9,69.0,72.3,70.9,,70.3
35,17-Sep-2017,KLM Open,European,Harrington,Padraig,55,72,70,70,69,,281,71.8,71.5,70.9,71.8,71.1,,71.3
36,20-Aug-2017,Wyndham Championship,PGA,Harrington,Padraig,mc,66,68,76,,,210,70.6,68.1,69.7,77.1,,,71.6
37,13-Aug-2017,PGA Championship,PGA,Harrington,Padraig,mc,79,72,,,,151,69.8,74.0,68.2,,,,71.1
38,06-Aug-2017,Barracuda Championship,PGA,Harrington,Padraig,mc,72,72,,,,144,71.4,72.3,72.1,,,,72.2
39,23-Jul-2017,British Open,European,Harrington,Padraig,mc,73,73,,,,146,70.1,71.2,69.1,,,,70.1
40,16-Jul-2017,Scottish Open,European,Harrington,Padraig,4,67,68,79,66,,280,71.0,65.4,66.8,75.9,66.0,,68.5
41,09-Jul-2017,Irish Open,European,Harrington,Padraig,42,68,69,71,71,,279,71.2,68.8,69.1,71.7,72.5,,70.5
42,25-Jun-2017,Travelers Championship,PGA,Harrington,Padraig,17,66,69,71,68,,274,70.2,66.2,68.4,70.5,68.8,,68.5
43,04-Jun-2017,Memorial Tournament,PGA,Harrington,Padraig,31,71,71,72,73,,287,69.6,67.3,68.3,69.8,68.4,,68.4
44,28-May-2017,BMW PGA Championship,European,Harrington,Padraig,mc,73,74,,,,147,70.8,70.7,70.7,,,,70.7
45,26-Feb-2017,Honda Classic,PGA,Harrington,Padraig,mc,72,73,,,,145,69.9,71.6,72.3,,,,71.9
46,19-Feb-2017,Genesis Open,PGA,Harrington,Padraig,39,67,72,70,72,,281,69.9,65.9,70.3,69.0,71.1,,69.1
47,12-Feb-2017,AT&T; Pebble Beach National Pro-Am,PGA,Harrington,Padraig,mc,74,72,72,,,218,70.5,71.2,71.6,70.9,,,71.2
48,05-Feb-2017,Phoenix Open,PGA,Harrington,Padraig,mc,72,71,,,,143,70.0,71.0,70.8,,,,70.9
49,29-Jan-2017,Farmers Insurance Open,PGA,Harrington,Padraig,mc,74,74,,,,148,69.9,71.7,71.0,,,,71.3
50,20-Nov-2016,DP World Tour Championship,European,Harrington,Padraig,46,72,71,71,71,,285,70.1,70.7,70.3,71.2,71.7,,71.0
51,13-Nov-2016,Nedbank Golf Challenge,European,Harrington,Padraig,56,76,75,75,72,,298,70.5,73.2,73.0,71.2,70.4,,71.9
52,06-Nov-2016,Turkish Airlines Open,European,Harrington,Padraig,31,72,69,69,69,,279,71.3,73.1,70.1,70.5,70.6,,71.1
53,23-Oct-2016,Portugal Masters,European,Harrington,Padraig,1,66,63,67,65,,261,71.8,68.5,66.2,69.9,68.0,,68.1
54,09-Oct-2016,Alfred Dunhill Links Championship,European,Harrington,Padraig,mc,70,73,71,,,214,72.8,70.5,73.4,72.9,,,72.3
55,25-Sep-2016,European Open,European,Harrington,Padraig,mc,71,68,,,,139,71.6,73.2,69.8,,,,71.5
56,18-Sep-2016,Italian Open,European,Harrington,Padraig,mc,69,71,,,,140,71.3,70.3,72.3,,,,71.3
57,14-Aug-2016,Olympic Men's Golf Competition,WGC,Harrington,Padraig,21,70,71,67,73,,281,70.2,69.2,70.3,65.9,73.3,,69.7
58,07-Aug-2016,Travelers Championship,PGA,Harrington,Padraig,64,70,69,65,75,,279,70.1,70.0,68.9,66.0,76.0,,70.2
59,31-Jul-2016,PGA Championship,PGA,Harrington,Padraig,13,71,70,65,68,,274,69.6,68.9,68.9,64.3,67.9,,67.5
60,17-Jul-2016,British Open,European,Harrington,Padraig,36,70,72,73,72,,287,69.7,67.7,67.3,68.7,68.2,,68.0
61,10-Jul-2016,Scottish Open,European,Harrington,Padraig,21,70,69,72,71,,282,70.8,65.6,68.1,72.4,70.0,,69.0
62,03-Jul-2016,Open de France,European,Harrington,Padraig,30,73,70,77,67,,287,70.9,70.5,67.7,74.1,65.3,,69.4
63,26-Jun-2016,ISPS Handa Global Cup,Japan,Harrington,Padraig,9,66,69,68,69,,272,72.1,67.6,70.1,68.7,70.4,,69.2
64,12-Jun-2016,St Jude Classic,PGA,Harrington,Padraig,mc,77,73,,,,150,70.5,76.4,72.4,,,,74.4
65,22-May-2016,Irish Open,European,Harrington,Padraig,mc,76,72,,,,148,71.0,73.1,68.8,,,,70.9
66,15-May-2016,The Players Championship,PGA,Harrington,Padraig,mc,72,74,,,,146,69.2,70.2,72.1,,,,71.2
67,08-May-2016,Wells Fargo Championship,PGA,Harrington,Padraig,mc,74,77,,,,151,69.9,71.3,73.7,,,,72.5
68,24-Apr-2016,Texas Open,PGA,Harrington,Padraig,25,70,71,68,74,,283,70.4,67.8,69.1,66.4,72.2,,68.9
69,03-Apr-2016,Houston Open,PGA,Harrington,Padraig,mc,73,78,,,,151,69.9,72.2,74.9,,,,73.6
70,20-Mar-2016,Indian Open,Asian PGA,Harrington,Padraig,mc,71,74,,,,145,71.8,70.1,73.7,,,,71.9
71,13-Mar-2016,Valspar Championship,PGA,Harrington,Padraig,33,74,71,71,70,,286,69.9,70.7,68.2,68.8,67.4,,68.8
72,28-Feb-2016,Honda Classic,PGA,Harrington,Padraig,43,73,68,72,71,,284,69.9,70.5,66.2,70.4,69.3,,69.1
73,21-Feb-2016,Northern Trust Open,PGA,Harrington,Padraig,45,71,70,66,75,,282,69.8,69.4,68.9,65.8,73.0,,69.3
74,14-Feb-2016,AT&T; Pebble Beach National Pro-Am,PGA,Harrington,Padraig,21,68,71,67,74,,280,70.6,67.5,69.4,65.0,71.9,,68.4
75,07-Feb-2016,Phoenix Open,PGA,Harrington,Padraig,mc,74,72,,,,146,69.8,72.9,70.3,,,,71.6
76,17-Jan-2016,Sony Open in Hawaii,PGA,Harrington,Padraig,56,66,68,69,70,,273,70.2,67.3,69.7,70.5,71.8,,69.8
77,10-Jan-2016,Tournament of Champions,PGA,Harrington,Padraig,6,70,68,70,67,,275,69.7,69.1,67.9,70.1,67.3,,68.6
78,01-Nov-2015,CIMB Classic,Asian PGA,Harrington,Padraig,56,68,72,73,70,,283,70.2,68.3,72.9,73.4,70.6,,71.3
79,25-Oct-2015,Hong Kong Open,Asian PGA,Harrington,Padraig,mc,70,72,,,,142,71.9,71.3,73.6,,,,72.5
80,18-Oct-2015,Portugal Masters,European,Harrington,Padraig,31,70,70,70,69,,279,71.4,70.9,71.2,68.8,70.8,,70.4
81,11-Oct-2015,British Masters,European,Harrington,Padraig,38,66,72,73,70,,281,71.6,66.8,72.3,73.8,70.7,,70.9
82,04-Oct-2015,Alfred Dunhill Links Championship,European,Harrington,Padraig,mc,75,69,71,,,215,71.4,74.9,69.0,72.3,,,72.1
83,20-Sep-2015,Italian Open,European,Harrington,Padraig,33,70,70,69,67,,276,71.9,71.3,71.8,71.0,69.0,,70.8
84,13-Sep-2015,KLM Open,European,Harrington,Padraig,55,71,65,67,71,,274,71.7,73.4,67.7,70.1,74.1,,71.3
85,30-Aug-2015,The Barclays,PGA,Harrington,Padraig,mc,73,75,,,,148,69.5,71.7,73.4,,,,72.6
86,16-Aug-2015,PGA Championship,PGA,Harrington,Padraig,mc,76,71,,,,147,70.1,72.0,68.2,,,,70.1
